shortcode,influencer_profile,nb_comments,nb_likes,post_text,Hashtags
Bnog-bdlW0J,zurichfoodadvisor,18,275,"Kleine Frühstücksoase: Franzos. Ganz nah am Zurich Hauptbahnhofgelegen und nah am Limmat. Hier kann man frühstücken. Von Brot bis Croissant mit Butter und Confitüre oder Birchermüsli. Mein Gipfeli war um die 2.50 CHF und sehr lecker.
Was frühstückst du gerne?—-------------------------------------------------- Franzos Limmatquai 138, 8001 Zürich
Geschmack 😋😋😋😋
Auswahl 👍🏼👍🏼👍🏼👍🏼
Ambiente ⭐️⭐️⭐️⭐️
Preis-Leistung 💰💰💰💰
Mein Tipp: Cappuccino.—--------------------------------------------------
*
*
*
*
*
*
*
*
*
*
*
*
*
*
*
#zurich #zurichfoodadvisor #zurichfood #zurichfoodie #zurichfoodguide  #zürich #igersswiss #zurichblogger  #dineoutzurich  #myzurich #swissinfluenzer #restaurantszurich  #foodporn #zurichrestaurant #igerszurich #zrhfood  #franzos #swissbrunch #zurichbrunch #zurichcoffee
 #zurichbyfood #foodpics  #zurichfoodporn #zurichfoodspots #swiss #foodstagram #foodblog #food
#zhiim","['#zurich', '#zurichfoodadvisor', '#zurichfood', '#zurichfoodie', '#zurichfoodguide', '#zürich', '#igersswiss', '#zurichblogger', '#dineoutzurich', '#myzurich', '#swissinfluenzer', '#restaurantszurich', '#foodporn', '#zurichrestaurant', '#igerszurich', '#zrhfood', '#franzos', '#swissbrunch', '#zurichbrunch', '#zurichcoffee', '#zurichbyfood', '#foodpics', '#zurichfoodporn', '#zurichfoodspots', '#swiss', '#foodstagram', '#foodblog', '#food', '#zhiim']"
BpgQGNBAIe-,zipporahb_,6,511,"Having #sudiomoments earlier in LA. The City noise was a bit much so I tried to mute it with some good music using my @sudio ear buds called Niva. 🎶🎵🎶🎵 Make sure to use ZIPPORAHB for 15% discount when you purchase your own #sudio #ad .
.
.
#darlingescapes #girlslovetravel #wearetravelgirls #lifestyle #wolderlust #liveauthentic #blogger #worldtravelbook #bloggerstyle #globetrotter #lonelyplanet #love #dametraveler #lifestyleblogger #huffpostgram #teamtravelers #adventureculture #travelstoke #lifestyleblog #driftwoodjourney #vscocam #fashion #intrepidtravel #femaletravelbloggers #presets #teamtravelers #theglobewanderer #ladiesgoneglobal","['#sudiomoments', '#sudio', '#ad', '#darlingescapes', '#girlslovetravel', '#wearetravelgirls', '#lifestyle', '#wolderlust', '#liveauthentic', '#blogger', '#worldtravelbook', '#bloggerstyle', '#globetrotter', '#lonelyplanet', '#love', '#dametraveler', '#lifestyleblogger', '#huffpostgram', '#teamtravelers', '#adventureculture', '#travelstoke', '#lifestyleblog', '#driftwoodjourney', '#vscocam', '#fashion', '#intrepidtravel', '#femaletravelbloggers', '#presets', '#teamtravelers', '#theglobewanderer', '#ladiesgoneglobal']"
BotOgZyj-MY,_jenstyle,45,305,🖤🖤 #mood #black #blackisthenewblack #style #mode #fashion #mantra #quotes #frenchblogger #blogger #bloggerstyle #fashionblogger #mynafoodlyon #_jenstyle #mardi,"['#mood', '#black', '#blackisthenewblack', '#style', '#mode', '#fashion', '#mantra', '#quotes', '#frenchblogger', '#blogger', '#bloggerstyle', '#fashionblogger', '#mynafoodlyon', '#_jenstyle', '#mardi']"
BqN9A1PhHRe,_getyourprettyon,1,218,Neutrals make my ❤️ sing! White with beige or gray has been one of my favorite color combos for fall and winter. Add a dash of color with a pretty plaid blanket scarf. ✨Get the links to this look by following me in the @liketoknow.it app #OneStopGiftShop #JCrewFactory #TheFactoryCrew http://liketk.it/2ye4u #liketkit #gypo #getyourprettyon #fashionover40 #winterstyle #whitejeans,"['#OneStopGiftShop', '#JCrewFactory', '#TheFactoryCrew', '#liketkit', '#gypo', '#getyourprettyon', '#fashionover40', '#winterstyle', '#whitejeans']"
BpuS_Tnnagn,_shannonnicole,34,4793,Love a pornstar martini 😛,[]
BvFOwFhAAKm,_sparnold_,10,920,Kissing this place goodbye for the week💋💋 #themothership #chiomegapsi,"['#themothership', '#chiomegapsi']"
BjKW5dpHq9F,_maryglow,1,506,🌙✨ @kasey_michaels,[]
BU8o53oA5JU,_ericaaaaaaaaa_,37,572,"BUONGIORNOOO 💖 
Come è andato il vostro weekend!? Il mio benissimo ❤️ho fatto 3 giorni bellissimi a Rimini! Di cui uno, sabato, al Rimini Wellness!! 😍😍 che dire!? Semplicemente fantastico!!! Se non ci siete mai andati DOVETE assolutamente andarcii!!! Chi di voi invece c'è stato!? 😊",[]
BqB-ioglbo8,_jonasnordberg,4,574,"Lights still on 💡
Mornings in Berlin 💤 •
•
•
•
•
#germanvision #igersberlin #thecityberlin #berlinpage #igersberlin #berlinbreeze #exploreberlin #visit_berlin  #ig_berlin #ig_berlincity #SonyAlphasClub #passionpassport #streetdreamsmag #officialfanofberlin #berlinworld #teamwanderlust #sonyimages #diewocheaufinstagram #houseoftones #event0berlin #deutschlandkarte #lensbible #unlimitedberlin #artofvisuals #berlin365 #createexplore #aov #ihavethisthingwithberlin #Ig_color #sonya7lovers","['#germanvision', '#igersberlin', '#thecityberlin', '#berlinpage', '#igersberlin', '#berlinbreeze', '#exploreberlin', '#visit_berlin', '#ig_berlin', '#ig_berlincity', '#SonyAlphasClub', '#passionpassport', '#streetdreamsmag', '#officialfanofberlin', '#berlinworld', '#teamwanderlust', '#sonyimages', '#diewocheaufinstagram', '#houseoftones', '#event0berlin', '#deutschlandkarte', '#lensbible', '#unlimitedberlin', '#artofvisuals', '#berlin365', '#createexplore', '#aov', '#ihavethisthingwithberlin', '#Ig_color', '#sonya7lovers']"
BkM5SOpnph4,_charlesoliver_,26,657,"Spending the night with @google & @youtubemusic - going to be a dope event so stay tuned and keep an eye on my stories for what’s to come 🎶 #youtubemusic #googlehome #giftfromgoogle #teampixel 
________________________

#minimalmood #menwithstyle #sydney #outfit #mensfashion #australia #london #nordicstyle #menswear #menstyle #streetlook #fashion #fashionblog #style #photooftheday #ootdmen #ootd #styleblog #scandinavianstyle #wiwt #minimalobsession #minimal #minimalism #whatiwore #minimalove #minimalstyle","['#youtubemusic', '#googlehome', '#giftfromgoogle', '#teampixel', '#minimalmood', '#menwithstyle', '#sydney', '#outfit', '#mensfashion', '#australia', '#london', '#nordicstyle', '#menswear', '#menstyle', '#streetlook', '#fashion', '#fashionblog', '#style', '#photooftheday', '#ootdmen', '#ootd', '#styleblog', '#scandinavianstyle', '#wiwt', '#minimalobsession', '#minimal', '#minimalism', '#whatiwore', '#minimalove', '#minimalstyle']"
BggqzC_FK8C,_callmesparkle,22,1364,B/c Pink + Purple is the “it colors” for every girly girl.PS. Hair tutorial coming soon.Make sure you subscribe to the channel. Link in bio 💕,[]
BhfyoweFyoS,_alyssamay,101,4160,"sun’s out, buns out 🌞",[]
Bie8lBDleh9,_ayomoe,2,21,#BossUp ✊🏾 Y’all go support @swimtiquemiami Mothers Day SALE ! 🤸🏾‍♀️🌞🔥,['#BossUp']
BoqzmrBHrsC,_fedesavi,398,2065,"#Nailpolish by @plastimea_de @meanailparis.it 💅❤ Oltre ad un set completo che comprende fornetto, limette, remover, TopCoat e primer, ci sono sei colori:
- Grenadine
- Rouge
- Framboise
- Marmelade
- Bordeaux
- Be my baby
Ottimi prodotti che vi consiglio assolutamente di provare!!!👍🔝
⁉️⁉️Quale colore preferite avere sulle vostre unghie?⁉️⁉️😋❤❤
.
.
.
#nail #nails #beauty #bordeaux #influenceritalia #instagram #influencer #naples #napoli #collaboration #collaborazione #loveit #love #plastimea #gel #primer #topcoat #manicure #set","['#Nailpolish', '#nail', '#nails', '#beauty', '#bordeaux', '#influenceritalia', '#instagram', '#influencer', '#naples', '#napoli', '#collaboration', '#collaborazione', '#loveit', '#love', '#plastimea', '#gel', '#primer', '#topcoat', '#manicure', '#set']"
BKS-PuuDok2,zirakeecharlesyanar,2,112,"Honestly, I don't give a damn anymore. You could be crying a river & I'll bring a raft & some chips & cruise down your tears while sunbathing & listening to Ella Fitzgerald. #meh #idgaf #picoftheday #quoteoftheday","['#meh', '#idgaf', '#picoftheday', '#quoteoftheday']"
BdInAvDhis-,zozinette127,74,536,Joyeux Noël IG ❤️🎄 profitez bien de tous les beaux moments !! // Merry christmas IG ❤️🎄 Enjoy all the moments !! Petit Poke a @tonksounette pour notre photo devant le château ✨,[]
BLRUxbuAkon,_artacha,18,1075,"the secret of chance is to focus all of your energy, not on fighting the old, but on building the new",[]
BgYzhpJhIr7,zosuen,8,2126,detour through the park 💚,[]
Blm303BFq6M,_silviaraga_,21,506,"{Our way to the sea} È un altro bellissimo giorno qui 💙😍🌞
#palinuro",['#palinuro']
Baejn8wFDug,_jessica_reis_,9,1884,#vscocam #p3top #majesticsquares #portugal #portugalcomefeitos #portugaldenorteasul #igers_portugal #ourcamplife #modernoutdoorsman #ourplanetdaily  #livefolk #liveauthentic #adventure #travel #traveler #traveling #everydayfoto #amar_portugal  #faded_world #landscape #agameoftones #freepeople  #shooters_pt #fugasdoviajante #visitportugal #feedbacknation #santorini,"['#vscocam', '#p3top', '#majesticsquares', '#portugal', '#portugalcomefeitos', '#portugaldenorteasul', '#igers_portugal', '#ourcamplife', '#modernoutdoorsman', '#ourplanetdaily', '#livefolk', '#liveauthentic', '#adventure', '#travel', '#traveler', '#traveling', '#everydayfoto', '#amar_portugal', '#faded_world', '#landscape', '#agameoftones', '#freepeople', '#shooters_pt', '#fugasdoviajante', '#visitportugal', '#feedbacknation', '#santorini']"
Bse_et2g-Y9,_tomomi18,9,860,".
.
今日はゆずコーデもうひとつ👧
@babychu2014 の春の新作ワンピ😍！
春はギンガムチェック着たくなるよね🙈✨
このワンピースはシルエットも綺麗で🙆‍♀️
.
.
―――――――――――――
ウエストギャザーワンピース/ブラックギンガム
4歳10ヶ月★99cm×14kg★
@babychu2014 (#seraph )
着用サイズ100
―――――――――――――
#babychu #べびちゅモデル #babychuモデル #キッズコーデ #ギンガムチェック #ワンピース #ベレー帽 #かごバッグ #コンバース #春服 #春コーデ #新作","['#seraph', '#babychu', '#babychuモデル']"
Bf_lhSbHj2M,_skylish,8,113,"📌 Peterskirche, Vienna
—-
Prepping for the next adventure ✈️
—-
#travel #bloggersoc","['#travel', '#bloggersoc']"
BVKqo5QA6Si,_sallyjo_,17,3503,LUHHH YOU 👯 @shaaanxo ✨ also psst there may or may not be a collab coming.. 🙈🙊 #gorgeousprawn #bff,"['#gorgeousprawn', '#bff']"
BVFqRo5DvGT,_victoriagutierrez,1,233,casting calls with your bestie > thank you @bleubelledresses for being the sweetest & @jovaniitgirl for the opportunity ❤️💙 #jovaniitgirl,['#jovaniitgirl']
Bi0Dp5fnZZI,_sailormoon_love,2,743,Me after 8 hours of work and no proper food. 😭😭,[]
BYscPP4lszL,ziiarch,21,2320,Afternoon pick me up in this grey autumn days. Gonna spend a couple days (too often) in beautiful Munich,[]
BnrvVECl5wD,zilmara_mega_fa_simone_simaria,2,125,"""...
Ô, ô, ô, ô, ô
Não quero advogado
Quero regime fechado com você, amor
Ô, ô, ô, ô, ô
Nós somos bagunçados e reféns desse pecado

É bandido, esse meu coração
Eterno prisioneiro da paixão..."" 🎼🎵🎶🎤🎵🎶🎼🎤🎤🎶🎵🎼 É daqui a pooooouco turma animaaaaada!
Vá separando a bota e o chapéu que hoje já começa com um showzaço desta dupla!
Logo mais teremos Simone e Simária no palco!!",[]
BheU4zpgU6A,_theglitzysphere,71,10569,🌈,[]
BQVKHvtFqgO,_isifit,7,206,"Meine Lernpausen nutze ich am liebsten, um kräftig Vitamine zu tanken. 🍓😋 Dazu gibt es jetzt noch einen Matcha-Tee und dann wird wieder gelernt. 🤓 ✖️Übrigens: Vom 11.02. bis einschließlich 14.02. bekommt ihr einen fetten Rabatt bei @live_it_lift_it 🙆🏼 Für Ernährungs-, Trainings- und Detoxpläne (& alle Bundles) erhaltet ihr 25% oder mehr 💪🏻 Und weil bald Valentinstag ist, gibt es die Partnerprogramme sogar besonders günstig! 👫 Ihr benötigt dafür keinen Rabattcode und euer Startdatum könnt ihr natürlich auch frei wählen. ☺ Also wozu noch warten? Startet jetzt! 💪🏻✖️@live_it_lift_it @insmooth.me #detoxkur #detox #ernährung #liveitliftitprogramm #training #rabatt #sale #start #startnow #motivation #good #instagood #getstrong #fit #fitness #nutrition","['#detoxkur', '#detox', '#ernährung', '#liveitliftitprogramm', '#training', '#rabatt', '#sale', '#start', '#startnow', '#motivation', '#good', '#instagood', '#getstrong', '#fit', '#fitness', '#nutrition']"
Blk2r_2hO2u,zorannah,130,30465,babygirl 👧🏼,[]
BcFLHDqFrjM,zwithlove,9,98,Nothing beats waking up in hotel sheets.,[]
BomjvB4h0D7,_honeybunchesofoaks_,44,3133,Living our best life 🍁🍂 #coloradical #hikingadventures #hikingwithdogs #hiking_daily #colorado #steamboat #dogsofinstagram,"['#coloradical', '#hikingadventures', '#hikingwithdogs', '#hiking_daily', '#colorado', '#steamboat', '#dogsofinstagram']"
BgUTaiNHKMv,zitamaleki,5,410,"شب غمگین‌ترین و البته شادترین آخر سال بهم زنگ می‌زنه؛ تو کوچه نیم ساعت منتظرم می‌مونه و وقتی هم می‌بینمش رو لبش لبخنده و تو دستش شیپوری زرد! رنگ مورد علاقه‌ام!
هر سه‌تا‌تون رو دوست دارم؛ پریسا و شیردلک و دلبر زردی که برام آوردین 🧡
منتظرم باشین تا سال دیگه زودی بیایم دیدنتون 🍀🍀🍀🍀",[]
BXXUWuIgUWL,zoenewlove,9,128,"I had the most amazing tarot reading and I'm so excited about my future. I just needed some clarity and that's exactly what I got. The only other place I find clarity and can still my mind is when I'm out at sea. I think I might have to do my boat license this winter, Captain Newlove 😂⛵️🛶",[]
Bo92_E5g0uR,_ladyeatsalot_,18,1037,My favourite burg in Sydney right now is from @normasbar double cheesy with bacon. Such a simple concept but these guys nail it every.single.time. 💯💯💯,[]
BtEViNagEtd,_riccamilla_,0,203,Sei bella da confondere. ❤❤❤☀️ #seiluce #camillamangiapelo #bella #sorridisempre,"['#seiluce', '#camillamangiapelo', '#bella', '#sorridisempre']"
Bu12L4fhQ6L,_famigliaferragnilucia_,0,62,Sunday afternoon with the family ❤️,[]
BtVTRNaD9uF,zeldawasawriter,10,475,"Il 7 novembre scorso ho calzato queste delizie belle-bellissime (e pure comode) e mi sono diretta alla prima presentazione del mio libro. Le associo a un’emozione fortissima e alla gioia inedita di essere con tutta me stessa, scarpe comprese, nel posto in chi volevo davvero essere. Non l’ho ancora fatto come meritavano, ma recupero con gioia: grazie a @lorenapaggi per il supporto ai miei passi e grazie a @funkymamacollection per avermi fatto conoscere il loro mondo fatto di sapienza artigianale ed estro ❤️ #sharethelove #zeldawasawriter","['#sharethelove', '#zeldawasawriter']"
Bh7EachARTu,_millergrey,8,456,"This week on ‘What Flowers Famed For Their Distinctively Vibrant Colour Can Dan Also Find Available In White To Adorn His Mantlepiece’ we have The Iris. Providing the perfect backdrop to an evening filled with Westworld. Finally. Who’s excited? Who’s head hurt? Who only watched for the love of Karl off of Love, Actually?",[]
BnNyjV_ikFk,zusinterieur,17,588,"CHOICES | de “oude” kleur zit nog op de muur. en hoewel ik jullie heel erg wil bdanken voor de input welke nieuwe kleur hier gaat komen, ben ik er nog steeds niet over uit. jullie meningen zijn verdeeld; de 3 kleuren kregen allemaal dezelfde stemmen (ongeveer). wel heb ik alvast besloten dat kleur 2 het niet gaat worden, aangezien deze een beetje op de huidige kleur lijkt. het zal dus geel of roze worden en morgen zal ik de beslissing nemen. stay tuned! •
•
•
•
#zusinterieur #flairnl #flexanl #stockholm2017 #fireplace #maatwerk #friesewitjes #sfeerhaard #momstera #showhometop5 #vtwonenbijmijthuis","['#zusinterieur', '#flairnl', '#flexanl', '#stockholm2017', '#fireplace', '#maatwerk', '#friesewitjes', '#sfeerhaard', '#momstera', '#showhometop5', '#vtwonenbijmijthuis']"
BoEbg2tgImr,_millergrey,11,223,"I’ve been really proud to be collaborating with @rado for a few months now. The fact they create beautiful watches was only half the reason I wanted to do the collaboration. Each year they run a competition, The Rado Star Prize, to discover, support and reward young unestablished designers around the world. That’s something I can definitely get behind, trying to make it into the world of design is tough, I speak from experience!
⠀⠀⠀⠀⠀⠀⠀⠀⠀
This week they announced the winner of 2018’s prize,  an incredible coffee table designed by David Knowles who, funnily enough, is a student at @northumbriauni right here in Newcastle. Entitled GC18, it was created in response to the year’s theme ‘On Time/Off Time’ and was inspired by a visit to the Giant’s Causeway. If you want to a look at the winning design, along with all of the other entries, you can check them all out on the Rado website now. #Ad #RadoStarPrize #RadoCeramica","['#Ad', '#RadoStarPrize', '#RadoCeramica']"
